conversation_id_str,created_at,tweet
1.65E+18,Fri Apr 21 14:31:21 +0000 2023,gopaylater itu bermanfaat banget buat gue yang punya banyak banget kebutuhan biar bisa tetep terpenuhi apalagi diakhir bulan + lebaran kalo butuh beli pulsa belanja kebutuhan dapur bayar tagihan listrik air outfitt
1.63E+18,Wed Mar 01 08:45:55 +0000 2023,Spinjam spaylater gopaylater tunaiku easycash Sabar dulu yaw plis jangan spam atau nerror dulu wkwk sedang di usahakan membayar kok kalian pada gede2 banget tagihannya dah ampun Aku juga butuh buat survive sampe gajian bulan maret tau huhu.
1.64E+18,Thu Apr 06 07:52:10 +0000 2023,khusus minggu ini pake gopaylater cicil nyicil sepuasnya barang yang gw mau beli di bulan ini mau murah atau mhal tetep santai soalnya biaya cicilannya aja 0% jadi berani aja buat milih barang sebebasnya
1.65E+18,Thu Apr 27 04:20:59 +0000 2023,Selama ramadhan jujur ya whislist gue tercapai semua. Soalnya promo di tokopedia kaya kebut dan wib tuh rasanya kaya double gitu loh promonya apalagi kalau lu pake gopaylater makin double lagi.
1.65E+18,Fri Apr 28 16:32:29 +0000 2023,temen aku iseng nyoba aktifin gopaylater malah kaget gara gara aktivasinya cepet banget. limitnya gede langsung ditawarin belanja plus dikasih voucher cashback. inimah bikin untung diaa hahaha
1.65E+18,Tue Apr 25 07:24:01 +0000 2023,daripada beli kopi 80rb di mall(?) alah sia boy mending bikin sendiri atau beli kopi di gofood terus pake gopaylater. bayarnya akhir bulan minumnya gapake flexing juga. yg penting ngopi ajalah
1.64E+18,Thu Apr 06 07:56:41 +0000 2023,mau nyenengin orang tua dalam sekejap gak? beliin barang kesukaannya pake gopaylater cicil di tokoped biaya cicilan sama transaksi 0% sampai tanggal 10 April batesnya
1.65E+18,Wed Apr 26 14:23:49 +0000 2023,Cuti lebaran kali ini gue manfaatin buat keliling jakarta pake gocar trs bayar gocarnya pake gopaylater promonya bikin harganya nggak ngotak bgttt
1.65E+18,Sun Apr 09 11:12:21 +0000 2023,sekarang udah berani kalo belanja belanja di atas 800rb an soalnya ada gopaylater cicil cicilan 0% dijamin bikin tersenyum senyum
1.61E+18,Fri Jan 13 06:25:49 +0000 2023,bahaya banget ini gopaylater cicil di tokped!!!
1.63E+18,Fri Mar 10 11:19:18 +0000 2023,tolong Untuk semua pengguna gopaylater @gojekindonesia/ @findayaindo agar berpikir ulang untuk menggunakan nya.Jangan sampai seperti saya sudah bayar tapi tagihan masih muncul dan saya dikenakan denda keterlambatan. Sudah lapor cs tp ga ada kejelasan . #snow #AUSvsIND
1.63E+18,Sun Feb 19 11:32:51 +0000 2023,Dipikir2 asik jg beli mobil pake gopaylater bikin account 40 dulu biar limitnya jd 400jt
1.64E+18,Thu Apr 06 07:56:04 +0000 2023,semua bisa happy pake gopaylater cicil di tokoped biaya cicilan sama transaksi 0% sampai tanggal 10 April batesnya
1.64E+18,Thu Apr 06 07:11:42 +0000 2023,belanja di tokped pake gopaylater cicil biaya cicilannya 0% pilih pilih buat barang kebutuhan lebaran
1.64E+18,Thu Apr 06 07:55:41 +0000 2023,gopaylater cicil biaya cicilan sama transaksi 0% sampai tanggal 10 April batesnya happy happy terus deh
1.64E+18,Wed Apr 05 15:33:22 +0000 2023,daripada debatsss sana sini mending loe belanja deh pusyeng hahaha nih ada gopaylater cicil biaya cicilan 0% dijamin bikin tenang hati loe hahah #Amanda #GoPayLaterCicil
1.63E+18,Fri Mar 03 04:44:57 +0000 2023,Dulu suka banget pake gopaylater cicil atome di tokopedia gak ribet dan jadi semangat bayar selalu tepat waktu. Gak pernah lewat jatuh tempo sama sekali. Eh habis bayar tagihan terakhir malah ga bisa dipakai sama sekali padahal limit TERTULIS tersedia.
1.64E+18,Wed Apr 05 08:31:32 +0000 2023,kebutuhan kita bukan buat flexing tapi buat hal hal yang baik comtoh ngasih kado ke saudara yang lagu mereka butuhin pake gopaylater cicil biaya cicilan &amp; transaksi gopaylater cicil 0% sampai tanggal 10 April
1.65E+18,Tue Apr 11 17:38:42 +0000 2023,Bingung sama @gopayindonesia sebelumnya saya daftar gopaylater cicil by findaya(dinonaktifkan des 2022) kemudian sekarang ada gopaylater cicil dari atome ini saya mau daftar yg atome itu gabisa
1.65E+18,Sun Apr 09 11:15:16 +0000 2023,gopaylater cicil biaya cicilannya 0% happy &amp; untung sepuasnya
1.64E+18,Fri Mar 17 11:55:20 +0000 2023,Aneh gak sih CS aplikator sekelas @gojekindonesia ga bisa nyelesain masalah sampe 12 hari lamanya. Ceritanya ditanggal 6 sy byr gopaylater tp d apk ada kendala. Sampe skrg Msh muncul tagihan malah dikenakan denda. Mereka mau sy bayar 2x gitu ? #gojek #gopay #maljum
